"pollution_id","city_id","date_time","local_time","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3"
1202,2,"2024-09-08 12:15:00","2024-09-08 16:45:00",4,1428.6,NaN,36.67,34.69,20.5,58.3,84.15,7.28
1203,3,"2024-09-08 12:15:00","2024-09-08 19:15:00",4,1735.69,NaN,52.09,NaN,274.66,39.32,52.57,2.28
1204,4,"2024-09-08 12:15:00","2024-09-08 17:15:00",2,357.15,NaN,3.9,77.25,NaN,8.2,12.05,5.07
1205,5,"2024-09-08 12:15:00","2024-09-08 08:15:00",4,1188.28,19,43.53,17.35,11.21,63.19,85.65,6.65
1206,6,"2024-09-08 12:16:00","2024-09-08 14:16:00",4,233.65,NaN,2.25,148.77,11.21,15.22,25.19,3.58
1207,7,"2024-09-08 12:16:00","2024-09-08 05:16:00",2,263.69,0,11.48,52.21,21.46,4.36,5.34,0.5
1208,8,"2024-09-08 12:16:00","2024-09-08 19:16:00",5,1789.09,NaN,77.46,NaN,82.02,157.18,199.61,7.16
1209,9,"2024-09-08 12:16:00","2024-09-08 16:46:00",1,290.39,NaN,8.31,24.68,8.35,7.96,11.63,1.92
1210,10,"2024-09-08 12:16:00","2024-09-08 20:16:00",3,283.72,0,18.85,82.25,11.44,26.3,28.55,0.7
1211,11,"2024-09-08 12:16:00","2024-09-08 19:16:00",3,807.76,NaN,80.88,21.28,71.53,24.74,30.74,6.08
1212,12,"2024-09-08 12:16:00","2024-09-08 16:16:00",2,400.54,NaN,9.34,35.76,4.11,11.12,31.53,2.12
1213,13,"2024-09-08 12:16:00","2024-09-08 12:16:00",3,961.3,NaN,5.48,88.69,5.42,27.61,41.99,14.31
1214,14,"2024-09-08 12:16:00","2024-09-08 08:16:00",2,580.79,NaN,29.13,16.27,9.78,21.64,27.13,1.92
1215,15,"2024-09-08 12:16:00","2024-09-08 16:46:00",4,1201.63,NaN,69.92,2.06,62.94,54.49,67.66,11.65
1216,16,"2024-09-08 12:16:00","2024-09-08 19:16:00",1,270.37,0,8.4,20.03,2.89,1.45,10.98,0.51
1217,17,"2024-09-08 12:16:00","2024-09-08 19:16:00",4,1455.31,NaN,55.52,NaN,66.76,68.4,104.77,11.02
1218,18,"2024-09-08 12:16:00","2024-09-08 19:16:00",5,821.11,NaN,95.96,26.11,56.74,90.32,104.04,2.98
1219,19,"2024-09-08 12:16:00","2024-09-08 16:16:00",4,907.9,NaN,21.59,175.95,16.69,65.21,73.72,7.41
1220,20,"2024-09-08 12:16:00","2024-09-08 16:46:00",1,223.64,NaN,3.94,27.54,0.34,0.5,0.87,1.27
1221,21,"2024-09-08 12:17:00","2024-09-08 08:17:00",3,961.3,NaN,46.61,18.24,17.64,27.78,67.05,8.49
1222,22,"2024-09-08 12:17:00","2024-09-08 19:17:00",4,1188.28,NaN,80.88,NaN,154.5,71.38,85.95,0.74
1223,23,"2024-09-08 12:17:00","2024-09-08 16:47:00",2,634.19,NaN,35.64,5.28,17.41,11.43,20.78,9.25
1224,24,"2024-09-08 12:17:00","2024-09-08 06:17:00",1,500.68,NaN,8.91,4.69,1.15,6.25,8.81,1.73
1225,25,"2024-09-08 12:17:00","2024-09-08 18:17:00",4,2830.51,NaN,87.74,30.4,31.95,56.24,77.35,14.95
1226,26,"2024-09-08 12:17:00","2024-09-08 06:17:00",2,310.42,NaN,12.68,50.78,10.61,16.24,39.18,2.06
1227,27,"2024-09-08 12:17:00","2024-09-08 13:17:00",2,250.34,NaN,3.6,78.68,0.6,0.93,1.5,0.8
1228,28,"2024-09-08 12:17:00","2024-09-08 18:17:00",2,1001.36,NaN,25.36,0.05,17.41,13.89,35.09,10.64
1229,29,"2024-09-08 12:17:00","2024-09-08 16:47:00",1,330.45,NaN,10.8,23.96,5.25,3.54,5.12,2.76
1230,30,"2024-09-08 12:17:00","2024-09-08 20:17:00",5,1121.52,NaN,132.98,NaN,28.13,98.47,106.62,4.56
1231,31,"2024-09-08 12:17:00","2024-09-08 19:17:00",3,347.14,0,49.35,68.67,52.93,25.99,34.99,3.99
1232,32,"2024-09-08 12:17:00","2024-09-08 19:17:00",5,894.55,0,50.72,157.36,53.41,100.31,112.19,11.15
1233,33,"2024-09-08 12:17:00","2024-09-08 12:17:00",1,280.38,NaN,17.65,48.64,8.7,4.47,4.93,0.32
1234,34,"2024-09-08 12:17:00","2024-09-08 12:17:00",3,707.63,NaN,13.88,135.9,7.75,41.23,86.61,8.61
1235,35,"2024-09-08 12:18:00","2024-09-08 14:48:00",3,453.95,NaN,36.67,135.9,31.47,24.71,78.35,0.83
1236,36,"2024-09-08 12:18:00","2024-09-08 18:18:00",3,1335.14,NaN,33.24,1.12,10.85,26.25,36.27,7.47
1237,37,"2024-09-08 12:18:00","2024-09-08 20:18:00",3,260.35,0,17.82,104.43,9.06,20.18,22.43,1.28
1238,38,"2024-09-08 12:18:00","2024-09-08 19:18:00",4,1255.04,NaN,127.49,0.04,100.14,69.31,94.17,6.14
1239,39,"2024-09-08 12:18:00","2024-09-08 19:18:00",5,8117.68,NaN,141.2,NaN,83.92,94.44,111.81,13.81
1240,40,"2024-09-08 12:18:00","2024-09-08 19:18:00",1,310.42,0,23.31,38.98,14.54,4.63,11.25,3.04
1241,41,"2024-09-08 12:18:00","2024-09-08 19:18:00",3,307.08,0,8.74,97.28,8.58,30.9,37.28,7.03
1242,42,"2024-09-08 12:18:00","2024-09-08 16:48:00",2,383.85,NaN,17.31,21.28,58.65,15.19,18.51,0.48
1243,43,"2024-09-08 12:18:00","2024-09-08 14:18:00",1,287.06,NaN,1.17,51.5,0.98,2.16,8.62,1.84
1244,44,"2024-09-08 12:18:00","2024-09-08 14:18:00",3,283.72,NaN,13.02,134.47,14.66,13.91,45.43,0.22
1245,45,"2024-09-08 12:18:00","2024-09-08 19:18:00",5,1415.25,NaN,112.41,NaN,59.13,135.2,164.7,8.99
1246,46,"2024-09-08 12:18:00","2024-09-08 14:18:00",5,226.97,NaN,12.51,180.24,32.9,28.72,79.81,NaN
1247,47,"2024-09-08 12:18:00","2024-09-08 19:18:00",3,687.6,NaN,78.14,NaN,110.63,36.88,46.53,NaN
1248,48,"2024-09-08 12:18:00","2024-09-08 19:18:00",4,1335.14,NaN,43.18,NaN,51.02,NaN,95.83,10.64
1249,49,"2024-09-08 12:19:00","2024-09-08 19:19:00",2,607.49,NaN,35.3,NaN,12.4,23.07,36.98,5.7
1250,50,"2024-09-08 12:19:00","2024-09-08 16:49:00",1,243.66,NaN,4.03,29.33,2.8,3.3,4.73,1.79
1251,1,"2024-09-08 15:15:00","2024-09-08 23:15:00",3,403.88,NaN,64.43,10.55,22.17,47.92,52.27,1.62
1252,2,"2024-09-08 15:15:00","2024-09-08 19:45:00",5,1895.91,NaN,43.87,4.2,20.98,82.81,148.94,14.06
1253,3,"2024-09-08 15:15:00","2024-09-08 22:15:00",4,2162.93,NaN,51.41,NaN,331.88,58.01,75.3,1.22
1254,4,"2024-09-08 15:15:00","2024-09-08 20:15:00",1,360.49,0,3.9,46.49,1.12,6.5,13.62,5.38
1255,5,"2024-09-08 15:16:00","2024-09-08 11:16:00",5,821.11,NaN,18.17,220.3,22.65,52.95,75.82,12.29
1256,6,"2024-09-08 15:16:00","2024-09-08 17:16:00",4,230.31,NaN,3.81,144.48,8.82,12.42,20.22,5.83
1257,7,"2024-09-08 15:16:00","2024-09-08 08:16:00",2,293.73,NaN,13.54,52.21,22.17,4.6,6.26,0.68
1258,8,"2024-09-08 15:16:00","2024-09-08 22:16:00",5,2510.07,NaN,65.8,NaN,93.46,222.13,270.47,10.39
1259,9,"2024-09-08 15:16:00","2024-09-08 19:46:00",1,330.45,NaN,9.43,22.89,9.54,8.78,13.52,2.85
1260,10,"2024-09-08 15:16:00","2024-09-08 23:16:00",2,283.72,0,16.45,50.78,7.15,21.62,24.09,0.74
1261,11,"2024-09-08 15:16:00","2024-09-08 22:16:00",2,761.03,NaN,61.01,11.98,72.48,24.6,31.12,7.28
1262,12,"2024-09-08 15:16:00","2024-09-08 19:16:00",2,520.71,NaN,16.97,15.91,4.65,12.98,27.16,4.18
1263,13,"2024-09-08 15:16:00","2024-09-08 15:16:00",2,881.2,NaN,5.91,81.54,4.83,21.74,35.83,12.29
1264,14,"2024-09-08 15:16:00","2024-09-08 11:16:00",3,527.38,NaN,10.97,63.66,5.96,30.75,35.26,1.25
1265,15,"2024-09-08 15:16:00","2024-09-08 19:46:00",5,1642.23,NaN,61.69,NaN,66.76,82.39,111.24,14.31
1266,16,"2024-09-08 15:16:00","2024-09-08 22:16:00",1,310.42,0,8.48,12.88,3.25,3.55,17.53,1.79
1267,17,"2024-09-08 15:16:00","2024-09-08 22:16:00",5,1789.09,NaN,43.87,NaN,55.79,106.5,154.97,9.75
1268,18,"2024-09-08 15:17:00","2024-09-08 22:17:00",5,741.01,0,64.43,45.06,42.92,88.73,104.91,2.34
1269,19,"2024-09-08 15:17:00","2024-09-08 19:17:00",5,1789.09,NaN,71.29,19.85,15.5,95.33,123.55,24.57
1270,20,"2024-09-08 15:17:00","2024-09-08 19:47:00",1,243.66,0,4.84,25.39,0.43,0.69,1.44,1.69
1271,21,"2024-09-08 15:17:00","2024-09-08 11:17:00",5,947.95,NaN,43.18,306.13,25.75,64.57,112.24,10.13
1272,22,"2024-09-08 15:17:00","2024-09-08 22:17:00",5,1361.85,NaN,67.17,NaN,127.79,84.77,108.13,0.64
1273,23,"2024-09-08 15:17:00","2024-09-08 19:47:00",2,821.11,NaN,39.07,0.63,19.79,20.34,31.89,13.05
1274,24,"2024-09-08 15:17:00","2024-09-08 09:17:00",1,567.44,NaN,10.54,32.54,1.25,4.71,6.14,1.84
1275,25,"2024-09-08 15:17:00","2024-09-08 21:17:00",5,2910.61,NaN,82.25,3.4,38.15,77.04,112.19,17.48
1276,26,"2024-09-08 15:17:00","2024-09-08 09:17:00",3,473.98,NaN,25.71,40.05,16.45,23.76,53.67,8.23
1277,27,"2024-09-08 15:17:00","2024-09-08 16:17:00",2,NaN,NaN,3.13,83.69,0.43,0.5,0.75,0.63
1278,28,"2024-09-08 15:17:00","2024-09-08 21:17:00",2,620.84,NaN,19.19,0.96,12.64,9.55,29.35,9.12
1279,29,"2024-09-08 15:17:00","2024-09-08 19:47:00",1,333.79,NaN,10.2,24.32,5.01,4.36,6.61,2.28
1280,30,"2024-09-08 15:17:00","2024-09-08 23:17:00",5,1148.22,NaN,111.04,NaN,38.62,109.36,118.9,8.36
1281,31,"2024-09-08 15:18:00","2024-09-08 22:18:00",2,363.83,NaN,52.09,23.96,53.41,24.05,33.3,4.12
1282,32,"2024-09-08 15:18:00","2024-09-08 22:18:00",5,974.66,0,20.91,175.95,33.38,149.58,160.41,5.89
1283,33,"2024-09-08 15:18:00","2024-09-08 15:18:00",1,280.38,NaN,19.54,55.08,8.23,3.11,3.45,0.38
1284,34,"2024-09-08 15:18:00","2024-09-08 15:18:00",2,417.23,NaN,6.68,69.38,2.35,14.24,39.79,2.34
1285,35,"2024-09-08 15:18:00","2024-09-08 17:48:00",3,473.98,NaN,58.95,72.24,32.42,21.28,77.73,1.28
1286,36,"2024-09-08 15:18:00","2024-09-08 21:18:00",4,1869.2,NaN,32.22,NaN,17.41,61.45,80.79,10.51
1287,37,"2024-09-08 15:18:00","2024-09-08 23:18:00",2,257.02,NaN,32.22,31.47,10.13,10.58,13.04,3.14
1288,38,"2024-09-08 15:18:00","2024-09-08 22:18:00",4,1255.04,NaN,98.71,NaN,112.53,74.42,103.29,7.09
1289,39,"2024-09-08 15:18:00","2024-09-08 22:18:00",5,7904.05,NaN,85.68,NaN,45.78,123.63,147.84,6.78
1290,40,"2024-09-08 15:18:00","2024-09-08 22:18:00",1,337.12,0,22.28,29.68,15.02,7.15,15.93,3.04
1291,41,"2024-09-08 15:18:00","2024-09-08 22:18:00",3,340.46,0,7.97,90.84,10.37,34.21,41.75,9.75
1292,42,"2024-09-08 15:18:00","2024-09-08 19:48:00",2,377.18,NaN,19.19,9.84,44.35,13.61,17.28,1.33
1293,43,"2024-09-08 15:18:00","2024-09-08 17:18:00",1,307.08,NaN,1.93,47.92,NaN,2.82,11.17,2.34
1294,44,"2024-09-08 15:19:00","2024-09-08 17:19:00",2,647.54,NaN,59.63,86.55,20.27,17.81,48.98,0.23
1295,45,"2024-09-08 15:19:00","2024-09-08 22:19:00",5,2109.53,NaN,76.08,NaN,47.21,227.24,276.68,4.94
1296,46,"2024-09-08 15:19:00","2024-09-08 17:19:00",3,353.81,NaN,64.43,110.15,66.76,30.11,82.01,0.55
1297,47,"2024-09-08 15:19:00","2024-09-08 22:19:00",3,667.57,NaN,61.01,0.02,104.9,36.22,46.85,NaN
1298,48,"2024-09-08 15:19:00","2024-09-08 22:19:00",5,1602.17,NaN,37.7,NaN,44.35,100.07,142.95,16.47
1299,49,"2024-09-08 15:19:00","2024-09-08 22:19:00",3,607.49,NaN,30.16,NaN,9.89,28.51,42.54,4.69
1300,50,"2024-09-08 15:19:00","2024-09-08 19:49:00",1,277.04,NaN,6.6,16.81,3.93,4.36,7.19,2.34
1301,1,"2024-09-08 18:25:00","2024-09-09 02:25:00",3,303.75,NaN,32.22,7.15,12.64,32.03,35.63,1.28
1302,2,"2024-09-08 18:25:00","2024-09-08 22:55:00",5,2696.99,NaN,42.16,NaN,28.13,NaN,248.72,NaN
1303,3,"2024-09-08 18:25:00","2024-09-09 01:25:00",5,3150.94,NaN,58.26,NaN,434.88,94.62,116.38,NaN
1304,4,"2024-09-08 18:25:00","2024-09-08 23:25:00",1,393.87,0,5.44,33.98,1.46,7.62,14.68,NaN
1305,5,"2024-09-08 18:25:00","2024-09-08 14:25:00",5,867.84,NaN,8.74,200.27,10.85,56.45,61.27,8.04
1306,6,"2024-09-08 18:25:00","2024-09-08 20:25:00",3,243.66,0,6.26,NaN,9.89,11.93,21.34,11.4
1307,7,"2024-09-08 18:25:00","2024-09-08 11:25:00",2,240.33,NaN,4.76,77.96,10.13,2.34,3.23,0.67
1308,8,"2024-09-08 18:25:00","2024-09-09 01:25:00",5,2536.77,NaN,69.23,NaN,106.81,258.74,NaN,10.13
1309,9,"2024-09-08 18:25:00","2024-09-08 22:55:00",2,453.95,NaN,12.68,20.74,11.92,15.38,21.68,5.07
1310,10,"2024-09-08 18:26:00","2024-09-09 02:26:00",2,260.35,0,13.88,34.69,6.8,15.94,18.06,0.66
1311,11,"2024-09-08 18:26:00","2024-09-09 01:26:00",2,520.71,0,44.55,27.54,65.8,14.22,18.82,7.03
1312,12,"2024-09-08 18:26:00","2024-09-08 22:26:00",2,440.6,NaN,12.17,21.1,3.67,11.25,24.95,3.83
1313,13,"2024-09-08 18:26:00","2024-09-08 18:26:00",3,1602.17,NaN,22.96,26.11,8.82,48.76,72.98,23.56
1314,14,"2024-09-08 18:26:00","2024-09-08 14:26:00",3,397.21,NaN,1.29,NaN,3.43,31.79,34.12,1.25
1315,15,"2024-09-08 18:26:00","2024-09-08 22:56:00",4,1108.17,NaN,44.55,0.39,45.3,56.39,77.81,9.25
1316,16,"2024-09-08 18:26:00","2024-09-09 01:26:00",1,320.44,0,9.17,10.82,2.5,3.91,12.33,NaN
1317,17,"2024-09-08 18:26:00","2024-09-09 01:26:00",5,1281.74,NaN,31.53,NaN,33.85,87.74,110.61,4.05
1318,18,"2024-09-08 18:26:00","2024-09-09 01:26:00",5,607.49,0,40.78,80.11,51.02,91.04,107.72,0.85
1319,19,"2024-09-08 18:26:00","2024-09-08 22:26:00",5,2376.56,NaN,87.74,0.2,23.13,137.1,177.17,44.08
1320,20,"2024-09-08 18:26:00","2024-09-08 22:56:00",1,240.33,NaN,4.41,22.89,0.44,0.81,1.97,1.84
1321,21,"2024-09-08 18:26:00","2024-09-08 14:26:00",5,907.9,NaN,29.82,357.63,19.55,51.6,87.51,11.02
1322,22,"2024-09-08 18:26:00","2024-09-09 01:26:00",4,894.55,NaN,47.3,NaN,105.86,51.52,64.56,NaN
1323,23,"2024-09-08 18:26:00","2024-09-08 22:56:00",2,667.57,NaN,29.47,10.28,15.26,17.51,25.8,11.4
1324,24,"2024-09-08 18:26:00","2024-09-08 12:26:00",1,357.15,NaN,1.15,39.7,0.42,0.97,1.28,0.51
1325,25,"2024-09-08 18:27:00","2024-09-09 00:27:00",5,3791.81,NaN,74.71,NaN,32.9,100.93,141.36,14.19
1326,26,"2024-09-08 18:27:00","2024-09-08 12:27:00",2,327.11,NaN,11.48,62.23,7.57,17.03,42.94,7.66
1327,27,"2024-09-08 18:27:00","2024-09-08 19:27:00",2,263.69,NaN,5.57,82.97,0.78,1.31,1.71,0.57
1328,28,"2024-09-08 18:27:00","2024-09-09 00:27:00",2,620.84,NaN,18.68,0.82,14.66,9.47,26.31,9.75
1329,29,"2024-09-08 18:27:00","2024-09-08 22:57:00",1,300.41,NaN,9.34,24.32,4.11,3.84,5.33,1.5
1330,30,"2024-09-08 18:27:00","2024-09-09 02:27:00",5,1041.41,NaN,84.31,NaN,20.27,127.32,137.88,3.93
1331,31,"2024-09-08 18:27:00","2024-09-09 01:27:00",3,377.18,NaN,62.38,2.19,61.99,27.33,38.01,2.95
1332,32,"2024-09-08 18:27:00","2024-09-09 01:27:00",5,947.95,0,25.71,97.28,20.03,152.89,166.04,8.11
1333,33,"2024-09-08 18:27:00","2024-09-08 18:27:00",2,303.75,NaN,52.09,21.28,10.61,5.05,5.51,0.6
1334,34,"2024-09-08 18:27:00","2024-09-08 18:27:00",2,453.95,0,6.94,57.94,2.18,12.41,31.65,2.44
1335,35,"2024-09-08 18:27:00","2024-09-08 20:57:00",3,400.54,0,56.89,60.8,38.15,20.57,75.25,1.47
1336,36,"2024-09-08 18:27:00","2024-09-09 00:27:00",4,1695.63,NaN,23.65,NaN,13.23,62.57,75.55,8.61
1337,37,"2024-09-08 18:27:00","2024-09-09 02:27:00",2,270.37,NaN,29.13,10.28,8.7,22.48,25.04,3.74
1338,38,"2024-09-08 18:27:00","2024-09-09 01:27:00",5,2002.72,NaN,167.25,NaN,215.53,120.59,150.88,2.76
1339,39,"2024-09-08 18:28:00","2024-09-09 01:28:00",5,3257.75,NaN,61.69,NaN,20.27,104.97,129.89,3.36
1340,40,"2024-09-08 18:28:00","2024-09-09 01:28:00",2,333.79,NaN,27.42,11.36,14.66,11.47,21.88,3.23
1341,41,"2024-09-08 18:28:00","2024-09-09 01:28:00",3,373.84,0,7.88,80.82,11.33,30.69,36.99,6.02
1342,42,"2024-09-08 18:28:00","2024-09-08 22:58:00",2,393.87,NaN,20.05,7.87,43.87,13.75,16.5,1.08
1343,43,"2024-09-08 18:28:00","2024-09-08 20:28:00",1,343.8,0,2.57,52.93,1.43,4.47,15.26,3.17
1344,44,"2024-09-08 18:28:00","2024-09-08 20:28:00",3,447.27,0,34.27,98.71,25.51,20.75,52.87,0.27
1345,45,"2024-09-08 18:28:00","2024-09-09 01:28:00",5,2029.42,NaN,81.57,NaN,79.16,230.72,276.06,NaN
1346,46,"2024-09-08 18:28:00","2024-09-08 20:28:00",3,453.95,NaN,94.59,26.82,64.85,27.77,78.13,1.79
1347,47,"2024-09-08 18:28:00","2024-09-09 01:28:00",3,527.38,NaN,45.93,0.04,97.28,26.04,31.75,NaN
1348,48,"2024-09-08 18:28:00","2024-09-09 01:28:00",5,1548.77,NaN,31.19,NaN,30.52,114.34,141.85,6.4
1349,49,"2024-09-08 18:28:00","2024-09-09 01:28:00",3,580.79,NaN,22.28,NaN,7.51,32.97,45.49,NaN
1350,50,"2024-09-08 18:28:00","2024-09-08 22:58:00",1,273.71,NaN,7.2,15.91,4.17,4.67,7.07,2.12
1351,1,"2024-09-08 21:15:00","2024-09-09 05:15:00",3,277.04,NaN,26.05,1.59,13.35,32.12,36.48,1.79
1352,2,"2024-09-08 21:15:00","2024-09-09 01:45:00",5,2269.75,NaN,36.33,0.03,19.79,152.66,199.7,12.03
1353,3,"2024-09-08 21:15:00","2024-09-09 04:15:00",5,4325.87,NaN,66.49,NaN,564.58,141.23,165.9,NaN
1354,4,"2024-09-08 21:15:00","2024-09-09 02:15:00",2,467.3,0,10.97,26.11,4.59,10.97,17.86,5.26
1355,5,"2024-09-08 21:15:00","2024-09-08 17:15:00",4,1415.25,NaN,71.29,140.19,48.16,70.77,93.87,25.33
1356,6,"2024-09-08 21:15:00","2024-09-08 23:15:00",2,257.02,0,9.08,87.26,9.54,16.08,NaN,18.49
1357,7,"2024-09-08 21:16:00","2024-09-08 14:16:00",2,223.64,NaN,3.51,80.82,6.62,2.16,2.77,0.63
1358,8,"2024-09-08 21:16:00","2024-09-09 04:16:00",5,2109.53,NaN,70.6,NaN,101.09,258.39,281.13,5.76
1359,9,"2024-09-08 21:16:00","2024-09-09 01:46:00",1,293.73,NaN,8.31,27.18,10.37,9.54,12.36,1.9
1360,10,"2024-09-08 21:16:00","2024-09-09 05:16:00",2,260.35,NaN,21.42,23.6,9.89,16.23,18.66,0.67
1361,11,"2024-09-08 21:16:00","2024-09-09 04:16:00",3,707.63,NaN,61.69,2.68,83.92,28.17,35.1,9.12
1362,12,"2024-09-08 21:16:00","2024-09-09 01:16:00",2,297.07,0,5.06,33.26,2.98,10.28,29.05,2.34
1363,13,"2024-09-08 21:16:00","2024-09-08 21:16:00",5,2643.59,NaN,28.45,7.69,13.71,114.66,156.08,33.44
1364,14,"2024-09-08 21:16:00","2024-09-08 17:16:00",2,327.11,NaN,2.1,90.12,1.46,20.19,21.94,1.12
1365,15,"2024-09-08 21:16:00","2024-09-09 01:46:00",3,714.3,NaN,33.24,10.28,40.05,35.5,47.86,6.52
1366,16,"2024-09-08 21:16:00","2024-09-09 04:16:00",1,360.49,0,10.28,17.88,2.95,4.97,12.05,1.74
1367,17,"2024-09-08 21:16:00","2024-09-09 04:16:00",5,1041.41,NaN,28.79,NaN,41.96,84.4,100.28,3.55
1368,18,"2024-09-08 21:16:00","2024-09-09 04:16:00",5,781.06,NaN,63.06,41.13,98.23,103.46,115.48,3.17
1369,19,"2024-09-08 21:16:00","2024-09-09 01:16:00",5,2510.07,NaN,87.74,0.96,21.46,164.62,200.04,41.04
1370,20,"2024-09-08 21:16:00","2024-09-09 01:46:00",1,226.97,0,3.26,21.28,0.4,0.77,1.7,1.79
1371,21,"2024-09-08 21:17:00","2024-09-08 17:17:00",3,934.6,NaN,58.95,77.25,12.88,27.68,48.8,7.85
1372,22,"2024-09-08 21:17:00","2024-09-09 04:17:00",4,894.55,NaN,43.18,NaN,116.35,61.63,74.47,NaN
1373,23,"2024-09-08 21:17:00","2024-09-09 01:47:00",2,527.38,NaN,22.96,7.33,11.92,NaN,17.67,9.63
1374,24,"2024-09-08 21:17:00","2024-09-08 15:17:00",1,303.75,NaN,1.89,42.2,0.43,NaN,1.31,0.52
1375,25,"2024-09-08 21:17:00","2024-09-09 03:17:00",5,7263.18,NaN,90.48,NaN,47.68,286.43,400.46,44.58
1376,26,"2024-09-08 21:17:00","2024-09-08 15:17:00",2,287.06,NaN,8.57,61.51,4.11,13.54,30.23,3.14
1377,27,"2024-09-08 21:17:00","2024-09-08 22:17:00",2,260.35,0,4.54,71.53,0.67,1.27,1.6,0.4
1378,28,"2024-09-08 21:17:00","2024-09-09 03:17:00",2,667.57,NaN,16.79,0.18,17.64,12.15,31.43,10.01
1379,29,"2024-09-08 21:17:00","2024-09-09 01:47:00",1,263.69,NaN,6.51,23.6,4.11,2.93,3.8,1.24
1380,30,"2024-09-08 21:17:00","2024-09-09 05:17:00",4,600.82,NaN,40.1,0.03,12.88,70.74,77.34,1.33
1381,31,"2024-09-08 21:17:00","2024-09-09 04:17:00",3,407.22,NaN,52.78,NaN,68.67,38.03,51.23,1.41
1382,32,"2024-09-08 21:17:00","2024-09-09 04:17:00",5,921.25,0,23.99,73.67,26.23,149.25,160.77,7.03
1383,33,"2024-09-08 21:17:00","2024-09-08 21:17:00",1,283.72,NaN,30.16,27.18,5.84,3.86,4.45,0.55
1384,34,"2024-09-08 21:17:00","2024-09-08 21:17:00",2,440.6,0,3.56,65.09,2.09,14.07,33.61,2.5
1385,35,"2024-09-08 21:18:00","2024-09-08 23:48:00",3,1134.87,NaN,109.67,NaN,58.65,23.28,70.76,5.57
1386,36,"2024-09-08 21:18:00","2024-09-09 03:18:00",3,1121.52,NaN,17.31,0.01,8.82,40.63,49.72,8.04
1387,37,"2024-09-08 21:18:00","2024-09-09 05:18:00",3,260.35,NaN,22.28,5.28,9.54,28.96,31.65,4.81
1388,38,"2024-09-08 21:18:00","2024-09-09 04:18:00",5,1014.71,NaN,102.82,NaN,95.37,91.97,118.96,3.01
1389,39,"2024-09-08 21:18:00","2024-09-09 04:18:00",4,1615.52,NaN,35.99,NaN,17.17,72.58,95.67,3.83
1390,40,"2024-09-08 21:18:00","2024-09-09 04:18:00",2,323.77,NaN,24.68,1.81,13.95,16.73,28.51,3.39
1391,41,"2024-09-08 21:18:00","2024-09-09 04:18:00",3,347.14,0,8.91,52.93,10.01,25.36,32.16,3.83
1392,42,"2024-09-08 21:18:00","2024-09-09 01:48:00",2,453.95,NaN,26.39,1.79,60.56,19.27,21.79,0.86
1393,43,"2024-09-08 21:18:00","2024-09-08 23:18:00",2,303.75,0,1.84,64.37,1.22,6.13,23.83,2.09
1394,44,"2024-09-08 21:18:00","2024-09-08 23:18:00",3,360.49,0,23.99,80.11,25.27,19.9,50.89,0.58
1395,45,"2024-09-08 21:18:00","2024-09-09 04:18:00",5,1815.8,NaN,82.25,NaN,125.89,271.4,300.89,NaN
1396,46,"2024-09-08 21:18:00","2024-09-08 23:18:00",3,363.83,0,47.98,77.96,43.87,29.69,78.78,0.76
1397,47,"2024-09-08 21:18:00","2024-09-09 04:18:00",3,580.79,NaN,46.61,NaN,131.61,34.45,41.47,NaN
1398,48,"2024-09-08 21:18:00","2024-09-09 04:18:00",5,1295.09,NaN,28.1,NaN,36.72,110.08,127.58,5.83
1399,49,"2024-09-08 21:19:00","2024-09-09 04:19:00",3,507.36,NaN,14.22,0.01,6.38,32.92,40.66,4.88
1400,50,"2024-09-08 21:19:00","2024-09-09 01:49:00",1,243.66,NaN,5.91,18.6,4.41,3.56,4.92,1.77
1401,1,"2024-09-09 01:15:00","2024-09-09 09:15:00",3,527.38,NaN,47.98,1.92,88.69,41.52,48.77,4.94
1402,2,"2024-09-09 01:15:00","2024-09-09 05:45:00",5,1388.55,NaN,23.99,5.5,13.83,115.08,139.06,8.61
1403,3,"2024-09-09 01:15:00","2024-09-09 08:15:00",5,2964.02,NaN,76.77,6.35,495.91,77.19,94.46,NaN
1404,4,"2024-09-09 01:15:00","2024-09-09 06:15:00",2,500.68,NaN,18.85,15.74,9.89,13.04,19.24,4.37
1405,5,"2024-09-09 01:15:00","2024-09-08 21:15:00",4,1161.58,0,56.21,54.36,30.04,51.46,74.22,15.45
1406,6,"2024-09-09 01:15:00","2024-09-09 03:15:00",2,257.02,0,11.48,60.8,10.61,17.05,38.83,22.8
1407,7,"2024-09-09 01:16:00","2024-09-08 18:16:00",1,287.06,NaN,11.65,53.64,10.37,3.18,4.86,2.03
1408,8,"2024-09-09 01:16:00","2024-09-09 08:16:00",5,1789.09,NaN,68.55,0.02,152.59,224.56,250.58,3.04
1409,9,"2024-09-09 01:16:00","2024-09-09 05:46:00",2,440.6,NaN,13.71,23.25,15.14,14.3,19.71,NaN
1410,10,"2024-09-09 01:16:00","2024-09-09 09:16:00",3,243.66,NaN,12.34,125.89,10.85,15.49,17.7,0.09
1411,11,"2024-09-09 01:16:00","2024-09-09 08:16:00",2,567.44,NaN,41.81,34.33,73.43,17.57,21.76,4.05
1412,12,"2024-09-09 01:16:00","2024-09-09 05:16:00",2,300.41,0,5.23,36.12,3.13,13.2,39.85,2.15
